DIRECCION_BASE	count
CL 13-KR 56	26
CL 26-KR 93	26
KR 45-CL 150	26
KR 9-CL 116	26
KR 42BIS-CL 17A	26
AV AVENIDA DE LAS AMERICAS-KR 82	26
CL 1-KR 13A	26
KR 30-CL 5	26
CL 17-KR 111A	26
AC 26-KR 93	26
AV AVENIDA CIUDAD DE CALI-CL 55 S	26
AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 22	26
AV AVENIDA BOYACA-KR 19C	26
CL 97A-KR 9A	26
KR 10-CL 37 S	26
AV AVENIDA BOYACA-CL 31 S	26
CL 80-KR 116B	26
CL 26-KR 85D	26
KR 45-CL 175	26
AV AVENIDA DE LAS AMERICAS-CL 19	26
KR 30-CL 43	26
AK 30-CL 72	26
AV AVENIDA DE LAS AMERICAS-KR 68F	26
CL 82-KR 16	26
CL 26-KR 32	26
KR 18-CL 13	26
AV AVENIDA PRIMERA DE MAYO-KR 69	26
AK 45-CL 184	26
AV AVENIDA CARACAS-CL 73	26
CL 134-KR 53	26
CL 13-KR 39	26
CL 74-KR 15	26
KR 15-CL 85	26
AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 57R S	26
AV AVENIDA CIUDAD DE CALI-CL 19A	26
CL 13-KR 31	26
KR 30-CL 85	26
KR 68-CL 20	26
KR 45-CL 174	26
AV AVENIDA DE LAS AMERICAS-KR 78C	26
KR 7-CL 110	26
KR 7-CL 129	26
KR 9-CL 153	26
CL 100-KR 14	26
CL 53-KR 60	26
AV AVENIDA DE LAS AMERICAS-KR 75	26
CL 100-KR 11A	26
KR 45-CL 224	26
CL 13-KR 19	25
KR 7-CL 29	25
AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 63 S	25
KR 7-CL 83	25
AV AVENIDA BOYACA-CL 97	25
CL 170-KR 7	25
KR 24-CL 18 S	25
KR 19-CL 134	25
AK 45-CL 200	25
KR 13-CL 57	25
AV AVENIDA CIUDAD DE CALI-CL 66	25
KR 30-CL 65	25
KR 27-CL 6	25
KR 78K-CL 37A S	25
KR 70C-CL 63 S	25
CL 27-KR 11 S	25
AV AVENIDA PRIMERO DE MAYO-KR 10	25
CL 3-KR 36	25
KR 24-CL 36 S	25
CL 67-KR 19	25
AV AVENIDA CIUDAD DE CALI-CL 127	25
AV AVENIDA DE LAS AMERICAS-KR 70	25
KR 45-CL 172	25
KR 19A-CL 134A	25
KR 68-CL 1	25
AV AVENIDA CIUDAD DE CALI-CL 14	25
KR 7-CL 93	25
KR 7-CL 99	25
KR 14-CL 17	25
AV AVENIDA DEL SUR-CL 45A S	25
CL 138-KR 72	25
AC 26-KR 82	25
KR 19C-CL 55 S	25
AV AVENIDA CIUDAD DE CALI-CL 153	25
CL 51-KR 5F S	25
CL 6-KR 8	25
CL 80-KR 71	25
CL 134-KR 54	25
CL 26-KR 78B S	25
CL 153-KR 19	25
KR 9-CL 110	25
TR 42-CL 3	25
KR 24-CL 44 S	25
CL 72-KR 15	25
KR 9-CL 140	25
AC 26-KR 60	25
AK 45-CL 97	25
CL 94-KR 13	25
KR 114-CL 79	25
KR 33-CL 44 S	25
KR 10-CL 35 S	25
KR 104-CL 153	25
AV AVENIDA SUBA-CL 136	25
AK 68-CL 49A	25
AK 30-CL 75	25
CL 127-KR 17A	25
KR 7-CL 70	25
AV AVENIDA DEL SUR-CL 57 S	25
CL 72-KR 106	25
CL 17-KR 65B	25
KR 86-CL 89	25
TR 42-CL 12	25
AV AVENIDA BOYACA-CL 71	24
CL 17-KR 69F	24
AV AVENIDA SUBA-CL 95	24
CL 19-KR 34	24
KR 89B-CL 54 S	24
AV AVENIDA PRIMERA DE MAYO-KR 79	24
AV AVENIDA SUBA-CL 129	24
KR 30-CL 70	24
KR 19-CL 100	24
CL 72-KR 74A	24
CL 3-KR 67	24
KR 27-CL 31 S	24
KR 15-CL 82	24
CL 17-KR 96H	24
AV AVENIDA BOYACA-CL 63 S	24
AV AVENIDA CIUDAD DE VILLAVICENCIO-AV AVENIDA CIUDAD DE CALI	24
AV AVENIDA CIUDAD DE CALI-CL 145	24
AV AVENIDA CARACAS-CL 45	24
KR 7-CL 81	24
AK 45-CL 188	24
CL 72-KR 82	24
AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 22G	24
KR 27-CL 15	24
KR 25-CL 15	24
CL 63-KR 45	24
KR 10-CL 12	24
AV AVENIDA DE LAS AMERICAS-KR 42	24
AV AVENIDA BOYACA-CL 128B	24
KR 86-CL 75	24
AV AVENIDA PRIMERO DE MAYO-KR 79	24
KR 80-CL 38 S	24
AV AVENIDA BOYACA-CL 43A S	24
AV AVENIDA SUBA-KR 83	24
KR 27-CL 10	24
AK 45-CL 220	24
KR 51-CL 58 S	24
CL 8-KR 27 S	24
KR 30-CL 63G	24
CL 127-KR 11	24
AV AVENIDA SUBA-CL 128B	24
KR 10-CL 23	24
CL 72-KR 80	24
KR 7-CL 163	24
AV AVENIDA SUBA-CL 130	24
AV AVENIDA CIRCUNVALAR-CL 83	24
KR 51-CL 68 S	24
KR 30-CL 48	24
CL 13-KR 87	24
CL 12-KR 47	24
KR 7-CL 126	24
KR 7-CL 163A	24
KR 17-CL 21	24
CL 72-KR 73A	24
KR 7-CL 33	24
KR 30-CL 18A	24
CL 44-KR 32 S	24
KR 14-CL 22	24
AV AVENIDA PRIMERO DE MAYO-CL 40 S	24
CL 72-KR 83	24
KR 30-CL 42	24
CL 17-KR 130	24
CL 170-KR 49	24
KR 43-CL 6	24
CL 80-KR 112A	24
AV AVENIDA BOYACA-CL 6B	24
AK 68-CL 18 S	24
AV AVENIDA CARACAS-CL 4	24
KR 86-CL 42A S	24
AK 45-CL 145	23
CL 24-KR 103	23
CL 22-KR 96C	23
AV AVENIDA PRIMERA DE MAYO-KR 27	23
AV AVENIDA CIRCUNVALAR-CL 38	23
CL 24-KR 72	23
AV AVENIDA BOYACA-KR 15	23
AV AVENIDA BOYACA-CL 18	23
CL 139-KR 94	23
KR 68-CL 22A	23
CL 19-KR 7	23
KR 30-CL 89	23
AV AVENIDA BOYACA-CL 2A	23
CL 51-KR 13A S	23
KR 30-CL 85A	23
AV AVENIDA DEL SUR-KR 66	23
AV AVENIDA DE LAS AMERICAS-KR 71B	23
CL 139-KR 108	23
CL 63-KR 77A	23
KR 71B-CL 57B S	23
AV AVENIDA BOYACA-CL 64C	23
AC 26-KR 59	23
CL 24-KR 69	23
CL 6-KR 86	23
KR 10-CL 17 S	23
CL 3-KR 30	23
CL 106-KR 11	23
AV AVENIDA PRIMERA DE MAYO-KR 30	23
KR 24-CL 54 S	23
KR 89B-CL 49 S	23
KR 27-CL 13	23
AK 30-CL 63F	23
AK 68-CL 98A	23
CL 45-KR 13	23
AK 30-CL 48	23
AV AVENIDA BOYACA-CL 74A	23
CL 83-KR 101	23
CL 122-KR 15A	23
KR 68-CL 64C	23
AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 79	23
AV AVENIDA BOYACA-CL 142	23
KR 13-CL 32	23
AV AVENIDA BOYACA-CL 25B	23
AC 26-KR 70	23
KR 7-CL 26	23
AV AVENIDA BOYACA-CL 65	23
AV AVENIDA CIUDAD DE CALI-CL 7	23
AC 13-KR 50	23
AV AVENIDA DE LAS AMERICAS-KR 71	23
CL 170-KR 21A	23
AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 22B	23
KR 10-CL 4	23
KR 79-CL 42A S	23
KR 89B-CL 59C S	23
CL 17-KR 72	23
KR 30-CL 45A	23
AK 30-CL 8	23
CL 127-KR 51A	23
AK 68-CL 66	23
KR 79-CL 43 S	23
KR 80-CL 40C S	23
CL 64-KR 113A	23
KR 27-CL 32 S	23
CL 116-KR 60	23
KR 19-CL 127	23
AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 86	23
KR 45-CL 137	23
AK 68-CL 11	23
KR 68-CL 45	23
AV AVENIDA CIRCUNVALAR-CL 51	23
KR 13-CL 19	23
AK 45-CL 102	22
KR 86-CL 6D	22
AV AVENIDA CARACAS-CL 46 S	22
AC 13-KR 128	22
KR 45-CL 161	22
AK 45-CL 131	22
CL 72-KR 69	22
CL 43-KR 86 S	22
CL 53-KR 50	22
KR 7-CL 71	22
AV AVENIDA BOYACA-CL 60A S	22
AK 45-CL 164	22
AV AVENIDA CARACAS-CL 45 S	22
CL 153-KR 58C	22
KR 68-CL 72	22
CL 17-KR 129	22
AK 45-CL 125	22
KR 11-CL 76	22
CL 90-KR 91	22
KR 77A-CL 73	22
CL 140-KR 16	22
AV AVENIDA DE LAS AMERICAS-KR 82A	22
CL 127-KR 57	22
AV AVENIDA CIUDAD DE CALI-CL 40 S	22
CL 6-KR 42	22
KR 86-CL 6A	22
CL 13-KR 36	22
CL 13-KR 65B	22
CL 167-KR 62	22
KR 70-CL 24	22
KR 80-CL 63 S	22
CL 80-KR 110	22
KR 7-CL 120	22
KR 30-CL 91	22
KR 30-CL 71A	22
KR 50-CL 18	22
KR 68-CL 4D	22
CL 13-KR 135	22
KR 45-CL 145	22
KR 128-CL 17	22
CL 100-KR 50	22
CL 8-KR 29B S	22
AV AVENIDA BOYACA-CL 119	22
KR 80-CL 26 S	22
AK 45-CL 198	22
AV AVENIDA PRIMERA DE MAYO-KR 10	22
AV AVENIDA PRIMERO DE MAYO-CL 40B S	22
KR 30-CL 39	22
KR 15-CL 94	22
KR 89B-CL 45A S	22
CL 127-KR 9	22
AV AVENIDA DE LAS AMERICAS-KR 68A	22
CL 63-KR 103	22
CL 49-KR 89B S	22
AV AVENIDA BOYACA-CL 74 S	22
CL 153-KR 103B	22
KR 20A-CL 74	22
KR 27-CL 5	22
AK 30-CL 66	22
CL 134-KR 49	22
KR 11-CL 85	22
CL 72-KR 78	22
CL 85-KR 12	22
KR 7-CL 69	22
CL 63-KR 36	22
KR 24-CL 52	22
CL 72-KR 72	22
CL 13-KR 58	22
KR 50-CL 1	22
KR 68-CL 49A	22
KR 45-CL 92	22
CL 13-KR 124	22
AV AVENIDA CARACAS-CL 33 S	22
AV AVENIDA BOYACA-CL 5	22
KR 13-CL 34	22
AV AVENIDA BOYACA-CL 24C	22
AV AVENIDA PRIMERO DE MAYO-AV AVENIDA BOYACA	22
KR 15-CL 74	22
CL 116-KR 71C	22
CL 59-KR 78C S	22
CL 116-KR 15	22
KR 45-CL 122	22
CL 116-KR 20	22
CL 127-TR 60	22
TR 42-CL 4A	22
KR 7-CL 102	22
CL 127-KR 15A	22
AK 30-CL 8 S	22
CL 72-KR 66	22
AV AVENIDA BOYACA-CL 81	21
KR 68-CL 25	21
KR 11-CL 100	21
AV AVENIDA BOYACA-CL 50	21
KR 45-CL 220	21
KR 111-CL 157	21
KR 86-CL 13A	21
AV AVENIDA DE LAS AMERICAS-KR 68B	21
CL 119-KR 7	21
KR 24-CL 27 S	21
CL 24-KR 100	21
AV AVENIDA BOYACA-CL 35 S	21
AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 46	21
CL 80-KR 106	21
AV AVENIDA BOYACA-CL 67	21
KR 86-CL 66A	21
AV AVENIDA CIRCUNVALAR-CL 18	21
CL 17-KR 96A	21
AV AVENIDA BOYACA-TR 60	21
CL 80-KR 68H	21
AV AVENIDA PRIMERO DE MAYO-KR 70B	21
CL 80-KR 69T	21
AV AVENIDA BOYACA-CL 2B	21
CL 17-KR 96G	21
KR 27-CL 3	21
AV AVENIDA CIRCUNVALAR-CL 12	21
TR 93-CL 63	21
CL 6-KR 4	21
KR 45-CL 135	21
CL 72-KR 76	21
KR 7-CL 62	21
CL 13-KR 80	21
AV AVENIDA CARACAS-CL 15	21
KR 24-CL 55 S	21
AV AVENIDA BOYACA-CL 37C S	21
CL 116-KR 11	21
KR 15-CL 116	21
AV AVENIDA BOYACA-CL 2 S	21
CL 17-KR 113	21
AV AVENIDA BOYACA-CL 51A S	21
KR 68-CL 75A	21
CL 19-KR 12	21
KR 77G-CL 63 S	21
AV AVENIDA CIRCUNVALAR-CL 86	21
CL 63-KR 15	21
KR 19-CL 150	21
AV AVENIDA BOYACA-CL 44B S	21
AV AVENIDA CARACAS-CL 69	21
CL 167-KR 65	21
CL 53-KR 73A	21
AV AVENIDA SUBA-TR 91	21
AV AVENIDA PRIMERO DE MAYO-KR 69C	21
CL 153-KR 54	21
AV AVENIDA CARACAS-CL 2 S	21
AV AVENIDA CARACAS-CL 42	21
KR 30-CL 63B	21
AK 45-CL 185	21
AV AVENIDA BOYACA-CL 12A	21
KR 8-CL 65	21
CL 159-KR 16C	21
CL 24-KR 68	21
CL 163A-KR 21	21
AV AVENIDA DE LAS AMERICAS-KR 43A	21
AV AVENIDA DEL SUR-CL 62 S	21
CL 17-KR 65	21
AK 30-CL 1B	21
CL 26-KR 66A	21
AV AVENIDA PRIMERO DE MAYO-KR 72	21
CL 80-KR 22	21
KR 19C-CL 51 S	21
KR 10-CL 16	21
KR 24-CL 7	21
CL 106-KR 8	21
CL 59-KR 78D S	21
CL 23-KR 66	21
AV AVENIDA CIUDAD DE VILLAVICENCIO-AV AVENIDA JORGE GAITAN CORTES	21
AV AVENIDA BOYACA-CL 145	21
AC 26-KR 112	21
CL 53-KR 7	21
KR 24-CL 72	21
AV AVENIDA CIUDAD DE CALI-CL 45 S	21
KR 24-CL 31 S	21
KR 68-CL 90	21
KR 18-CL 12	21
KR 30-CL 9	21
KR 100-CL 23H	21
KR 27-CL 2	21
KR 11-CL 97	21
KR 24-CL 28 S	21
AK 30-CL 80	21
KR 21-CL 127	21
CL 170-KR 17A	21
CL 33-KR 87C S	21
CL 13-KR 116	21
CL 44-KR 26 S	21
CL 13-KR 33	21
AV AVENIDA CARACAS-CL 31 S	21
KR 70-CL 49	21
KR 13-CL 45	21
AK 68-CL 4	20
CL 170-KR 20	20
CL 80-KR 74	20
CL 92-KR 7A	20
KR 68-CL 18	20
KR 24-CL 47A S	20
KR 13-CL 49	20
KR 10-CL 2 S	20
KR 78B-CL 36 S	20
AK 45-CL 225	20
CL 63-TR 93	20
KR 10-CL 3	20
AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 51	20
AV AVENIDA BOYACA-CL 25A	20
KR 68-CL 67B	20
CL 100-KR 7	20
AV AVENIDA BOYACA-CL 142A	20
KR 30-CL 60	20
CL 13-KR 77	20
KR 86-CL 12	20
AC 13-KR 68	20
CL 26-KR 98	20
KR 7-CL 124	20
AK 45-CL 201	20
KR 20-CL 82	20
CL 63-KR 14	20
KR 72-CL 26	20
KR 30-CL 90	20
CL 17-KR 100	20
CL 72-KR 68H	20
AV AVENIDA CIUDAD DE CALI-CL 42 S	20
CL 53-KR 28	20
AK 30-CL 17	20
AK 68-CL 72	20
AV AVENIDA CIRCUNVALAR-CL 22	20
AC 26-KR 33	20
AV AVENIDA DE LAS AMERICAS-KR 70B	20
CL 37-KR 3A SE	20
KR 79-CL 38C S	20
AV AVENIDA PRIMERO DE MAYO-CL 38C S	20
KR 24-CL 12	20
CL 13-KR 53	20
KR 7-CL 28	20
KR 104-CL 132	20
AC 13-KR 69F	20
AV AVENIDA BOYACA-CL 73A	20
KR 80G-CL 6	20
KR 5-CL 26	20
AV AVENIDA BOYACA-TR 33	20
CL 17-KR 115	20
AC 80-KR 94	20
KR 11-CL 93A	20
AK 30-CL 78	20
CL 80-KR 69Q	20
AV AVENIDA CIUDAD DE CALI-CL 65	20
CL 17-KR 112	20
KR 7-CL 27	20
KR 30-CL 94	20
CL 52-KR 13C S	20
KR 13-CL 50	20
CL 44-KR 33 S	20
KR 13-CL 24	20
AK 68-CL 55	20
CL 24-KR 66	20
KR 78B-CL 35A S	20
KR 30-CL 59	20
CL 145-KR 76	20
KR 78K-CL 26 S	20
KR 11-CL 67	20
KR 11-CL 95	20
KR 15-CL 95	20
AK 45-CL 196	20
KR 19-CL 147	20
CL 57R-KR 76 S	20
KR 7-CL 52	20
KR 11-CL 84	20
AK 68-CL 8 S	20
CL 64-KR 13	20
TR 42-CL 4	20
AK 45-CL 98	20
AK 45-CL 128B	20
CL 13-KR 129	20
KR 80J-CL 75 S	20
CL 3-KR 60	20
KR 15-CL 106	20
CL 13-KR 108	20
AV AVENIDA BOYACA-AV AVENIDA LUIS CARLOS GALAN	20
KR 15-CL 118	20
CL 145-KR 111	20
AV AVENIDA CIUDAD DE VILLAVICENCIO-TR 33	20
KR 30-CL 53B	20
AV AVENIDA DE LAS AMERICAS-KR 72C	20
CL 145-KR 92	20
AV AVENIDA BOYACA-AV AVENIDA SUBA	20
AV AVENIDA CARACAS-CL 64	20
CL 26-KR 71	20
CL 6-KR 31	20
KR 27-CL 22 S	20
CL 80-KR 70C	20
KR 91-CL 97	20
AV AVENIDA BOYACA-CL 3 S	20
KR 30-CL 76	20
AK 45-CL 194	20
KR 7-CL 61	20
KR 15-CL 122	20
CL 127-KR 51	20
KR 27-CL 1	20
CL 170-KR 65	20
AV AVENIDA DE LAS AMERICAS-KR 71A	20
KR 9-CL 113	20
CL 68-KR 90	20
CL 63-KR 104	20
DG 2-KR 60	20
AV AVENIDA SUBA-CL 113	20
AV AVENIDA BOYACA-CL 62 S	19
CL 9-KR 72A	19
DG 16-KR 106	19
AV AVENIDA CIUDAD DE VILLAVICENCIO-AV AVENIDA PRIMERO DE MAYO	19
AV AVENIDA DE LAS AMERICAS-KR 69C	19
CL 80-KR 85	19
KR 96-CL 65	19
DG 2-KR 79	19
KR 30-CL 88	19
AV AVENIDA CIUDAD DE CALI-CL 24C	19
AC 26-KR 19	19
CL 63-KR 80 S	19
AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 47	19
CL 140-KR 11	19
CL 26-KR 28	19
AV AVENIDA DE LAS AMERICAS-KR 69B	19
AV AVENIDA CARACAS-CL 81 S	19
AV AVENIDA SUBA-CL 132A	19
AC 26-KR 85D	19
KR 7-CL 171	19
CL 56-KR 33 S	19
KR 67-CL 3	19
KR 7-CL 41	19
KR 3-CL 22	19
AC 26-KR 40	19
AV AVENIDA DE LAS AMERICAS-KR 28	19
KR 104-CL 139	19
KR 7-CL 155	19
AK 68-CL 64C	19
TR 42-CL 9	19
KR 18-CL 8	19
KR 68B-CL 24	19
AV AVENIDA PRIMERA DE MAYO-KR 24	19
AV AVENIDA BOYACA-CL 63F	19
AV AVENIDA BOYACA-AV AVENIDA DEL SUR	19
CL 127D-KR 19	19
AV AVENIDA CIUDAD DE CALI-CL 46 S	19
CL 51-KR 7 S	19
KR 68-CL 55	19
AV AVENIDA DE LAS AMERICAS-KR 73C	19
CL 26-KR 93D S	19
KR 10-CL 28 S	19
KR 24-CL 52B S	19
DG 2-KR 79A	19
CL 13-KR 79	19
KR 11-CL 93	19
CL 100-KR 8A	19
KR 7-CL 145	19
CL 8-KR 30 S	19
CL 80-KR 99	19
AC 100-KR 45	19
CL 19-KR 15	19
KR 7-CL 64	19
CL 140-KR 9	19
AK 68-CL 28 S	19
KR 3-CL 22 ES	19
CL 63-KR 27	19
KR 30-CL 41	19
AV AVENIDA DEL SUR-CL 67 S	19
KR 14-CL 13	19
KR 30-CL 87	19
CL 53-KR 71B	19
CL 13-KR 66	19
CL 80-KR 84	19
CL 125-KR 17A	19
CL 68-KR 30	19
DG 16-KR 104	19
AK 45-CL 127B	19
KR 37-CL 24	19
KR 90-CL 68	19
CL 94-KR 18	19
AV AVENIDA BOYACA-CL 12BIS	19
AV AVENIDA BOYACA-CL 93	19
CL 17-KR 105	19
AV AVENIDA BOYACA-CL 77	19
CL 53-KR 36A	19
KR 7-CL 79B	19
CL 26-KR 85	19
CL 68-KR 52	19
KR 68-CL 18 S	19
CL 76-KR 16A	19
CL 17-KR 104	19
CL 127-KR 70D	19
AC 17-KR 137A	19
KR 45-CL 102	19
KR 45-CL 114	19
CL 27-KR 10 S	19
AV AVENIDA DEL SUR-KR 62A	19
KR 22-CL 17	19
AV AVENIDA CIUDAD DE CALI-CL 22F	19
CL 72-KR 101	19
CL 44-KR 60	19
AV AVENIDA BOYACA-CL 48A	19
KR 7-CL 175	19
CL 72-KR 24	19
KR 27-CL 7	19
CL 17-KR 108	19
CL 26-KR 74	19
AK 45-CL 245	19
CL 24-KR 116	19
KR 24-CL 68	19
AV AVENIDA BOYACA-CL 68B	19
CL 127-KR 56	19
KR 123-CL 15A	19
CL 6-KR 36	19
KR 73A-CL 52A	19
AV AVENIDA CARACAS-CL 22 S	19
CL 80-KR 28	19
KR 96-CL 72	19
AK 30-CL 70	19
AV AVENIDA BOYACA-CL 39F S	19
AK 30-CL 25	19
AK 30-CL 2	19
AV AVENIDA DEL SUR-KR 59	19
CL 187-KR 11	19
CL 80-KR 90A	19
AC 80-KR 96	19
CL 149-KR 91	19
KR 7-CL 166	19
CL 127-KR 72	19
AV AVENIDA CARACAS-CL 66	19
KR 24-CL 11	19
KR 43-CL 13	19
AV AVENIDA CARACAS-CL 34	19
AV AVENIDA PRIMERO DE MAYO-CL 42 S	19
AK 45-CL 123	19
KR 19-CL 153	19
AV AVENIDA CIUDAD DE CALI-CL 52A	19
CL 6-KR 32	19
CL 3-KR 68	19
CL 24-KR 68B	19
KR 18-CL 51	19
KR 80-CL 36 S	19
KR 17-CL 50	19
KR 68-CL 79	19
CL 1B-KR 29B	19
CL 22-KR 100	19
KR 58-CL 129	19
KR 10-CL 14	18
AV AVENIDA PRIMERA DE MAYO-CL 38 S	18
KR 30-CL 49A	18
CL 44-KR 29 S	18
CL 26-KR 27	18
AV AVENIDA CARACAS-CL 39	18
TR 93-CL 52A	18
AK 45-CL 109	18
KR 68-CL 94	18
AV AVENIDA CIUDAD DE CALI-CL 34 S	18
AC 26-KR 102	18
AV AVENIDA SUBA-CL 106	18
AK 68-CL 18	18
AV AVENIDA BOYACA-CL 79	18
AK 68-CL 75A	18
AK 45-CL 134D	18
KR 7-CL 55	18
CL 26-KR 102	18
AV AVENIDA DEL SUR-KR 64	18
CL 57-KR 27	18
KR 45-CL 191	18
KR 9-CL 104	18
CL 116-KR 50	18
KR 33-CL 55A S	18
CL 17-KR 110	18
CL 13-KR 54	18
KR 15-CL 47A ES	18
KR 58-CL 138	18
KR 26-CL 77 S	18
CL 134-KR 10	18
CL 13-KR 73	18
AV AVENIDA PRIMERO DE MAYO-KR 52A	18
CL 13-KR 42	18
KR 45-CL 205	18
AV AVENIDA CIUDAD DE CALI-AV AVENIDA SUBA	18
AV AVENIDA BOYACA-CL 71B S	18
KR 36-CL 17	18
KR 86-CL 23	18
CL 27-KR 14 S	18
KR 27-CL 1B	18
CL 80-KR 73	18
CL 145-KR 101	18
CL 34-KR 28	18
AV AVENIDA BOYACA-CL 78	18
KR 11-CL 106	18
CL 147-KR 9	18
AV AVENIDA DEL SUR-AV AVENIDA PRIMERO DE MAYO	18
AV AVENIDA CARACAS-CL 12	18
AK 68-CL 12	18
CL 116-KR 72	18
CL 90-KR 86	18
TR 85-CL 57	18
AK 45-CL 127A	18
CL 22-KR 27	18
CL 68-KR 65	18
KR 50-CL 45A S	18
AV AVENIDA DEL SUR-KR 54	18
KR 45A-CL 134A	18
KR 14-CL 19	18
AV AVENIDA CARACAS-CL 74C S	18
AV AVENIDA CARACAS-CL 68	18
AV AVENIDA DE LAS AMERICAS-KR 71C	18
CL 134-KR 7	18
CL 19-KR 72	18
AV AVENIDA CIRCUNVALAR-CL 70	18
KR 24-CL 5C	18
KR 80-CL 57G S	18
KR 23-CL 74	18
AV AVENIDA BOYACA-CL 56 S	18
KR 80G-CL 2	18
KR 14-CL 56 S	18
CL 26-KR 69C	18
AV AVENIDA BOYACA-CL 24B	18
KR 80-CL 53 S	18
CL 138-KR 72A	18
KR 89B-CL 48 S	18
CL 82-KR 11	18
CL 63-KR 22	18
AV AVENIDA BOYACA-CL 60B S	18
AV AVENIDA CARACAS-CL 19 S	18
CL 44-KR 24 S	18
AK 45-CL 120	18
AV AVENIDA BOYACA-CL 59A S	18
CL 63-KR 7	18
KR 24-CL 13	18
AV AVENIDA PRIMERA DE MAYO-KR 70B	18
AC 6-KR 19	18
AK 68-CL 12A	18
KR 68-CL 21	18
KR 58-CL 127	18
CL 80-KR 115	18
AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 45	18
KR 86-CL 13C	18
KR 7-CL 174	18
AK 45-CL 135	18
KR 9-CL 72	18
KR 91-CL 90	18
TR 52-CL 1B	18
KR 11-CL 94	18
KR 45-CL 197	18
CL 27-KR 12 S	18
KR 7-CL 37	18
AV AVENIDA CARACAS-CL 3 S	18
KR 100-CL 22	18
AV AVENIDA CARACAS-CL 2	18
KR 3-CL 9 E	18
KR 20-CL 80	18
KR 15-CL 104	18
AV AVENIDA DEL SUR-AV AVENIDA CUIDAD DE VILLAVICENCIO	18
AV AVENIDA CARACAS-CL 52	18
CL 19-KR 36	18
AV AVENIDA BOYACA-CL 64A S	18
AK 45-CL 210	18
KR 15-CL 98	18
AC 80-KR 112	18
CL 13-KR 130	18
KR 20C-CL 73	18
KR 9A-CL 97A	18
CL 19-KR 13	18
AV AVENIDA BOYACA-CL 47A S	18
KR 15-CL 93	18
AC 17-KR 123	18
AK 30-CL 65	18
KR 10-CL 18	18
AV AVENIDA CARACAS-CL 36 S	18
AK 68-CL 45	17
CL 80-KR 56	17
KR 13-CL 51	17
CL 74-KR 20A	17
AV AVENIDA BOYACA-CL 120	17
AV AVENIDA BOYACA-CL 117	17
CL 44-KR 27 S	17
KR 15-CL 119	17
CL 106-KR 17	17
CL 63A-KR 19	17
KR 34-CL 19	17
KR 22-CL 22	17
KR 33-CL 26	17
CL 1-KR 27	17
AV AVENIDA DEL SUR-KR 53	17
KR 30-CL 86	17
CL 13-KR 14	17
AV AVENIDA BOYACA-CL 64H	17
KR 68-CL 98A	17
AV AVENIDA CENTENARIO-KR 100	17
CL 63-KR 28	17
KR 13-CL 94A	17
KR 25-CL 17	17
KR 51-CL 59C S	17
AV AVENIDA CIRCUNVALAR-CL 40	17
KR 45-CL 215	17
KR 7-CL 120A	17
AV AVENIDA BOYACA-CL 37D S	17
KR 7-CL 182	17
KR 68-CL 1 S	17
CL 63-TR 85	17
CL 94-KR 30	17
AC 100-KR 60	17
KR 7-CL 40	17
KR 60-CL 66	17
CL 80-KR 69K	17
KR 72-CL 8	17
CL 13-KR 16	17
AC 80-KR 119	17
CL 170-KR 80	17
KR 17-CL 63	17
CL 72-KR 68G	17
DG 23-KR 69	17
AV AVENIDA BOYACA-CL 75A	17
KR 68D-CL 17	17
CL 47B-KR 24 S	17
AK 68-CL 17 S	17
KR 86-CL 23D	17
AV AVENIDA DEL SUR-CL 65A S	17
KR 15-CL 97	17
AV AVENIDA DE LAS AMERICAS-KR 69F	17
AC 13-KR 120	17
CL 76-KR 20	17
KR 30-CL 57A	17
CL 134-KR 13	17
AV AVENIDA DEL SUR-CL 17 S	17
CL 116-KR 9	17
KR 68D-CL 19	17
KR 13-CL 28	17
CL 6-KR 29	17
AC 26-KR 110	17
CL 20-KR 44	17
KR 9-CL 17	17
CL 60-KR 14	17
AV AVENIDA CARACAS-CL 54	17
AV AVENIDA CARACAS-CL 17 S	17
AK 30-CL 57	17
CL 19-KR 69	17
KR 20C-CL 62 S	17
AV AVENIDA BOYACA-CL 1	17
AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 19C	17
AK 45-CL 85	17
KR 45-CL 104	17
AK 30-CL 73	17
KR 50-CL 23	17
CL 153-KR 55	17
AK 68-CL 44	17
KR 8-CL 2	17
KR 30-CL 71C	17
CL 66-KR 17	17
CL 1-KR 24	17
AC 100-KR 47	17
AV AVENIDA CIUDAD DE CALI-CL 7D	17
AK 30-CL 39A	17
CL 32-KR 13	17
AV AVENIDA CARACAS-CL 14	17
KR 80-CL 44 S	17
KR 24-CL 45B	17
AC 13-KR 69B	17
CL 22-KR 6 S	17
CL 145-KR 83	17
CL 63-KR 73A	17
AV AVENIDA DE LAS AMERICAS-CL 13	17
