	Address	Latitude	Longitude
492	KR 69I-CL 66	4.65309685	-74.0639128
493	KR 86B-CL 54C S	4.67966235	-74.11252025
494	TR 3-AC 52A	4.64088925	-74.0720448
495	KR 22BIS-CL 60	4.66987356	-74.13357644
496	KR 25-CL 51A S	4.631403	-74.182214
497	CL 10-KR 7 E	4.591593	-74.066447
498	TR 78K-AC 41B S	4.6196789	-74.1581911
499	KR 82-CL 26 S	4.6361641	-74.1585014
500	CL 25B-KR 69	4.6598596	-74.1091552
501	CL 35A-KR 5A S	4.6218347	-74.0655926
502	KR 10-CL 134A	4.7144565	-74.0354124
503	CL 1A-KR 8A S	4.5869473	-74.0845975
504	CL 138A-KR 127A	4.74439805	-74.10740285
505	KR 120-CL 17F	4.6996264	-74.0454458
506	CL 127-KR 16B	4.7044964	-74.04424
507	KR 14-CL 14A ES	4.67814955	-74.16525154
508	CL 80-KR 48	4.6638386	-74.05322675
509	CL 108-KR 8C	4.684646	-74.031103
510	KR 89A-CL 72 S	4.68795905	-74.0955934
511	CL 65-KR 82 S	4.6578119	-74.0731195
512	CL 16I-KR 102	4.68179335	-74.03782795
513	TR 50-CL 68D S	4.67711652	-74.08921378
514	TR 87B-CL 58B S	4.6463329	-74.0687078
515	KR 77-CL 10	4.65219224	-74.15037538
516	KR 89-CL 49D S	4.539759	-74.0936579
517	KR 129A-CL 132A	4.740047	-74.116541
518	AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 60	4.567163	-74.14186
519	KR 78Q-CL 48B S	4.63364425	-74.05788365
520	KR 14B-CL 76A S	4.5388605	-74.1349492
521	CL 78A-KR 100	4.709892	-74.113095
522	CL 71A-KR 77A S	4.66073477	-74.06518651
523	AV AVENIDA PRIMERA DE MAYO-KR 73C	4.5758443	-74.09453095
524	AC 57R-KR 73B S	4.60442908	-74.20257405
525	KR 73M-CL 38C S	4.6179252	-74.14596305
526	KR 89-CL 59 S	4.5806201	-74.18004365
527	CL 22D-KR 69F	4.67042065	-74.13204815
528	KR 32-CL 2B	4.604515	-74.103826
529	AV AVENIDA CIUDAD DE CALI-AC 11	4.69532078	-74.10606361
530	CL 63C-KR 39 S	4.6543592	-74.0761347
531	CL 139-KR 104C	4.7419983	-74.0968996
532	CL 76-KR 8D S	4.67417505	-74.07517335
533	CL 184A-KR 17	4.7615323	-74.03872745
534	KR 81D-CL 13D	4.653415	-74.1388489
535	CL 38C-KR 86G S	4.6043122	-74.13694765
536	DG 89-AK 117	4.6990275	-74.0500359
537	KR 45-CL 276	4.62736309	-74.1737651
538	KR 8-CL 69C S	4.6178131	-74.1293936
539	KR 4-CL 59	4.5806201	-74.18004365
540	CL 56-KR 81I S	4.64399115	-74.06927195
541	CL 147A-KR 53	4.7315306	-74.0553142
542	CL 70D-KR 80J S	4.7065782	-74.1240784
543	TR 3BIS-CL 41B ES	4.588119	-74.0768809
544	KR 3-CL 162B E	4.7329874	-74.0148888
545	CL 42BIS-KR 51BBIS S	4.63037055	-74.068508
546	TR 78D-CL 71C S	4.6656423	-74.0720358
547	CL 43-KR 89A S	4.6045826	-74.15082115
548	KR 88-CL 19A	4.650499	-74.1211169
549	KR 80-CL 5 S	4.585439	-74.088709
550	CL 121-KR 108	4.70084815	-74.04836535
551	TR 68HBISA-AC 37C S	4.6081418	-74.13614075
552	CL 6B-KR 71F	4.630913	-74.13227777
553	CL 75-KR 70D	4.6881393	-74.08873845
554	CL 64A-KR 77 S	4.70186415	-74.1322056
555	TR 29ABIS-CL 28 S	4.63052125	-74.08136965
556	TR 26BBIS-AC 42 S	4.6529629	-74.10162095
557	CL 49-KR 3A S	4.63581845	-74.06263635
558	CL 3-KR 30 S	4.578467	-74.0715379
559	AC 26-KR 77A	4.6995623	-74.09935695
560	AV AVENIDA BOYACA-CL 54BIS	4.66364493	-74.11422547
561	CL 36-KR 3C S	4.560602	-74.0995013
562	KR 109A-DG 68B	4.703897	-74.1279205
563	CL 119-KR 72A	4.7069479	-74.0831695
564	KR 32D-CL 1C	4.6022065	-74.1079777
565	CL 166-KR 54C	4.7427975	-74.02030179
566	KR 9A-CL 76B S	4.61740558	-74.12914498
567	KR 79F-CL 51 S	4.690846	-74.12998883
568	CL 26-KR 89A	4.669588	-74.1318079
569	CL 57R-KR 63I S	4.64685424	-74.08358721
570	KR 11CBIS-CL 43 S	4.6529541	-74.08356476
571	CL 31-KR 5A	4.616976	-74.0670249
572	CL 59-KR 96 S	4.64686265	-74.06883745
573	KR 88BIS-CL 5A S	4.635452	-74.1563166
574	KR 52-CL 44F	4.65335227	-74.09929317
575	KR 14-CL 71F	4.6837111	-74.0951731
576	CL 95A-KR 80 S	4.6956019	-74.08208891
577	AV AVENIDA SANTA BARBARA-CL 137	4.68261115	-74.05260115
578	CL 68A-KR 46 S	4.6891801	-74.1060679
579	AV AVENIDA DE LAS AMERICAS-CL 57	4.62576012	-74.0949629
580	CL 8A-KR 73B	4.638831	-74.1398559
581	CL 10-KR 11 S	4.5843334	-74.0906013
582	KR 23-CL 76	4.69503747	-74.09598463
583	KR 26-CL 59	4.6461866	-74.06512665
584	CL 8A-KR 5A S	4.64909835	-74.1519186
585	DG 108A-AK 7B	4.64526132	-74.06125729
586	DG 23-AK 69F	4.6482988	-74.1088747
587	TR 14M-CL 69 S	4.70676485	-74.1310828
588	KR 21B-CL 32 ES	4.616447	-74.0623499
589	KR 57R-CL 67G	4.7302349	-74.02584865
590	CL 25B-KR 68B	4.655469	-74.106328
591	AV AVENIDA DEL SUR-KR 60I	4.544274	-74.1464179
592	CL 71A-KR 69A	4.68918375	-74.09915895
593	CL 183-KR 16A	4.7601591	-74.03793865
594	KR 70A-CL 123	4.70768135	-74.07736495
595	CL 35B-KR 73 S	4.62385255	-74.0698418
596	CL 128B-KR 88C	4.7211406	-74.0884578
597	TR 78I-CL 66 S	4.68427672	-74.10418562
598	KR 102B-CL 150A	4.748462	-74.0918779
599	KR 4B-CL 36 S	4.5632778	-74.0991975
600	KR 80BBIS-CL 43 S	4.6629227	-74.1256626
601	KR 3C-CL 36	4.6257999	-74.0769473
602	CL 47A-TR 33 S	4.6024493	-74.1506882
603	CL 30A-KR 6 S	4.61486574	-74.06380133
604	KR 18-CL 89	4.71391745	-74.0999252
605	CL 130A-KR 154	4.74140835	-74.12186415
606	CL 6-KR 31H	4.58990105	-74.0718791
607	AK 58-CL 131	4.7337726	-74.0990839
608	KR 51-CL 69F S	4.70668285	-74.13109995
609	KR 27B-CL 68	4.6605245	-74.0721452
610	CL 7-KR 36	4.61259868	-74.10280755
611	KR 30-CL 40 S	4.6303688	-74.07566395
612	KR 13A-CL 32D S	4.6165146	-74.0622156
613	KR 22-CL 195	4.77203305	-74.0361855
614	CL 55A-KR 69A S	4.6805306	-74.1127606
615	AK 116-CL 22BBIS	4.6874848	-74.1502132
616	KR 111-CL 153	4.75821885	-74.0989956
617	AC 170-KR 49	4.7526029	-74.0496752
618	CL 56A-KR 3C	4.6769171	-74.10821905
619	KR 78N-CL 54 S	4.6073578	-74.1690863
620	CL 22-KR 15 S	4.66551926	-74.1303493
621	KR 132D-CL 156	4.7409688	-74.1081093
622	CL 56-KR 16B S	4.68116885	-74.11319065
623	AV AVENIDA CARACAS-CL 12D	4.6126678	-74.07432215
624	AC 80-KR 55A	4.70158485	-74.09892355
625	KR 80I-CL 91 S	4.71366305	-74.09662535
626	AK 1-CL 67D	4.67011045	-74.08532465
627	KR 81-CL 77	4.698794	-74.0992859
628	CL 48-KR 2F S	4.63593955	-74.06971655
629	CL 81HBIS-KR 78A	4.6529541	-74.08356476
630	TR 124ABIS-CL 131A	4.71779421	-74.05525144
631	KR 9A-CL 80 S	4.6174965	-74.12882878
632	KR 27-CL 19A	4.68151	-74.1492459
633	AV AVENIDA CUIDAD DE VILLAVICENCIO-KR 46	4.629546	-74.1711474
634	KR 96A-CL 56F	4.6401296	-74.0582989
635	KR 77H-CL 55D S	4.604571	-74.173786
636	KR 54-CL 50A S	4.6395133	-74.06101435
637	KR 71D-CL 12D	4.60711005	-74.08694601
638	KR 78FBIS-CL 47B S	4.6044657	-74.15555155
639	DG 48Y-KR 5QBIS S	4.548182	-74.110671
640	CL 68-KR 49C S	4.693502	-74.1136755
641	DG 86-AK 102	4.64028475	-74.15685288
642	AK 70-CL 63ABIS	4.6774288	-74.0856607
643	AK 53-CL 104	4.68907316	-74.04735566
644	KR 71G-CL 68 S	4.6947334	-74.11571495
645	CL 10B-KR 88A	4.6530455	-74.1488723
646	AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 70A	4.58408962	-74.15916555
647	CL 11-KR 8	4.5992302	-74.0766548
648	KR 35-CL 22 S	4.66749255	-74.1318042
649	KR 14-CL 112 S	4.68963995	-74.0307131
650	DG 49ABISA-AK 13J S	4.68583775	-74.0461674
651	CL 43ABIS-TR 3D SE	4.63211771	-74.0717133
652	KR 33A-CL 30BIS	4.6316757	-74.0812688
653	CL 25-KR 68	4.6592239	-74.0702203
654	CL 145-KR 13A	4.7238865	-74.03535585
655	CL 38C-KR 78F S	4.62645885	-74.0701578
656	AV AVENIDA PRIMERA DE MAYO-KR 12C	4.67056647	-74.13479272
657	CL 68ABIS-KR 78C S	4.5809675	-74.1729954
658	CL 10A-KR 12 S	4.593361	-74.0689989
659	CL 2B-KR 32	4.60691315	-74.10783935
660	KR 74-CL 42BIS	4.65771585	-74.05602395
661	KR 27B-CL 71V S	4.6554167	-74.0579167
662	CL 65D-KR 80C S	4.6075688	-74.1862494
663	KR 19A-CL 68B S	4.68582574	-74.1012671
664	CL 40C-KR 72Q S	4.6123158	-74.1510843
665	DG 70D-TR 78B	4.6726564	-74.0709867
666	KR 71A-CL 63 S	4.6485233	-74.0615742
667	KR 68-CL 129A	4.7179	-74.066653
668	CL 62-KR 13A	4.648938	-74.0639239
669	AV AVENIDA DEL SUR-KR 41	4.616912	-74.1106029
670	KR 34B-CL 38A S	4.599594	-74.128959
671	KR 7B-CL 40A ES	4.731046	-74.0253829
672	CL 74-KR 89BISA S	4.654285	-74.05398
673	CL 13-KR 7A S	4.729551	-74.0243369
674	KR 5-CL 54B S	4.64151315	-74.0659383
675	CL 66A-KR 87ABIS S	4.69392675	-74.11655755
676	KR 78-CL 1	4.58805535	-74.08349661
677	AK 78G-CL 6	4.641461	-74.155087
678	AV AVENIDA CIUDAD DE CALI-CL 68 S	4.6130629	-74.1970124
679	AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 43	4.57027365	-74.12997995
680	KR 3A-CL 166A	4.7499732	-74.06433885
681	KR 2-CL 46B E	4.6319986	-74.0591493
682	KR 24-CL 127B	4.7232992	-74.0978929
683	CL 47-KR 3 SE	4.6319973	-74.05670765
684	CL 49-KR 28 S	4.539693	-74.0930199
685	KR 1C-CL 36 S	4.559982	-74.0966249
686	KR 6B-CL 88B ES	4.72376762	-74.10930721
687	KR 9A-CL 51BIS S	4.61732255	-74.12938105
688	CL 51-KR 87A S	4.627518	-74.1795996
689	CL 4-KR 8 S	4.582409	-74.086876
690	AC 37-KR 1C S	4.604271	-74.1107639
691	AV AVENIDA CIUDAD DE CALI-CL 21G	4.66476361	-74.1313727
692	KR 50-CL 39B S	4.629392	-74.0738859
693	KR 83-CL 40D S	4.565639	-74.1099644
694	KR 107-CL 73D	4.7107116	-74.1215935
695	KR 11B-CL 46 ES	4.64710385	-74.0877521
696	CL 58K-KR 80 S	4.64867879	-74.0806201
697	KR 40-CL 2B	4.610012	-74.112529
698	KR 35-CL 18 S	4.580463	-74.0969699
699	AV AVENIDA BOYACA-AC 28	4.6840513	-74.0969077
700	KR 47-CL 174A	4.75649181	-74.05282828
701	KR 8G-CL 163A	4.7401978	-74.0308557
702	DG 48-KR 18C S	4.567973	-74.0786179
703	AC 6-KR 31C	4.59141625	-74.08044875
704	AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 77G	4.523603	-74.088177
705	AV AVENIDA BOYACA-CL 10C	4.6460863	-74.1302473
706	KR 56A-CL 4D	4.6249512	-74.1201718
707	DG 78BIS-KR 14V S	4.603256	-74.17670245
708	CL 9-KR 86A	4.6025335	-74.08597225
709	CL 42-KR 79A S	4.6529629	-74.10162095
710	DG 22CBIS-AK 18D	4.68241994	-74.05292281
711	KR 92-CL 17B	4.6367236	-74.1107346
712	KR 96-CL 131BBIS	4.73524871	-74.1020038
713	KR 64A-CL 22	4.6655211	-74.1304138
714	CL 74A-KR 58	4.67382	-74.0779569
715	CL 48C-KR 23B S	4.63515855	-74.06539155
716	AV AVENIDA CIRCUNVALAR-CL 26 S	4.6429698	-74.0570428
717	TR 86ABIS-CL 65 S	4.69197253	-74.11868987
718	CL 198-KR 55D	4.77531595	-74.0347306
719	KR 5A-CL 36	4.6251457	-74.07203535
720	CL 3-KR 11C S	4.5878818	-74.0895076
721	KR 4-CL 31A ES	4.6195993	-74.07181115
722	KR 118-CL 132D	4.7395069	-74.1058306
723	KR 105C-CL 64	4.69973685	-74.12956775
724	AV AVENIDA JORGE ELIECER GAITAN-KR 68D	4.656251	-74.106522
725	CL 53A-KR 30 S	4.64366312	-74.08028628
726	DG 69-KR 18 S	4.64809235	-74.12294455
727	CL 80-KR 68B	4.66313705	-74.0522102
728	KR 3C-CL 43B ES	4.63135255	-74.07018045
729	TR 1B-CL 47 S	4.60427835	-74.1550386
730	CL 16D-KR 79C	4.651229	-74.1350969
731	CL 56-KR 25A S	4.61500245	-74.1353413
732	KR 85A-CL 89	4.71391745	-74.0999252
733	CL 73A-KR 16F S	4.6865522	-74.0905748
734	DG 95-AK 6 E	4.68375485	-74.05232799
735	CL 18-KR 8A S	4.576627	-74.0920209
736	CL 115-TR 6G SE	4.6922193	-74.0311239
737	KR 29B-CL 22 S	4.66986415	-74.13408115
738	CL 74-KR 5	4.69151395	-74.0963296
739	KR 19-CL 2 S	4.5930834	-74.0950924
740	KR 60B-CL 49 S	4.539854	-74.0939179
741	KR 37-CL 50A S	4.54035465	-74.10792655
742	CL 35A-KR 31 S	4.6042987	-74.1277164
743	KR 86-CL 84JBIS	4.73128805	-74.02834355
744	KR 80-CL 8ABIS	4.66405015	-74.05353785
745	CL 13-KR 80B	4.65166685	-74.1391713
746	AV AVENIDA CARACAS-CL 61 S	4.51669084	-74.11705815
747	CL 63-KR 29A	4.64424095	-74.0531605
748	TR 73B-CL 34 S	4.6248002	-74.07878145
749	CL 163-KR 104	4.7585375	-74.0910816
750	CL 13-KR 14 S	4.65047165	-74.13623535
751	KR 22-CL 63F	4.713286	-74.1438739
752	KR 19-CL 34BIS	4.6238681	-74.0738644
753	KR 4-CL 73	4.6602945	-74.06088905
754	KR 24C-CL 54 S	4.64478522	-74.08026604
755	AK 104-CL 140C	4.7455505	-74.0967089
756	AK 45A-CL 134B	4.75825535	-74.04506495
757	KR 72M-CL 48B S	4.57126	-74.162583
758	KR 4-CL 163 E	4.6066329	-74.10452355
759	AV AVENIDA JOSE CELESTINO MUTIS-KR 103	4.6947399	-74.124101
760	CL 75A-KR 59 S	4.7037626	-74.1096664
761	CL 140-KR 16G	4.720689	-74.039318
762	KR 18A-CL 49	4.637119	-74.0711589
763	CL 58D-KR 73B S	4.64903348	-74.08416703
764	CL 70C-KR 91C S	4.68795285	-74.1007726
765	TR 73H-CL 69B S	4.7089976	-74.1328782
766	CL 50-KR 77V S	4.54035465	-74.10792655
767	CL 6F-KR 2	4.5913247	-74.0712861
768	CL 81BBIS-KR 10DBIS SE	4.6529541	-74.08356476
769	CL 69C-KR 91 S	4.71488578	-74.13755248
770	KR 67-CL 102BIS	4.66806135	-74.01600435
771	DG 146-AK 115	4.7240077	-74.0321472
772	TR 17A-AC 69 S	4.6175949	-74.1296036
773	KR 41A-CL 9	4.61762	-74.1043532
774	KR 86-CL 8BISC	4.63796685	-74.13871845
775	CL 73 - KR 61	4.689817	-74.095038
776	KR 98-CL 68	4.67829085	-74.0929063
777	KR 17A-CL 73B S	4.660061	-74.0642989
778	KR 7ABIS-CL 43B ES	4.7304608	-74.0263881
779	KR 110-CL 76	4.7135684	-74.1220419
780	KR 7-CL 127CBIS	4.7299908	-74.0252655
781	KR 31-CL 17 S	4.604802	-74.1188109
782	KR 9-CL 97A	4.6798375	-74.0425918
783	CL 30C-KR 3 SE	4.615491	-74.06334155
784	AV AVENIDA SUBA-CL 128BBIS	4.7146514	-74.0728183
785	TR 82CBIS-DG 38 S	4.5672818	-74.11068725
786	KR 45A-CL 123	4.7076254	-74.0725378
787	KR 3B-CL 36F S	4.55995859	-74.09937372
788	CL 22D-KR 2BIS SE	4.5991508	-74.1975894
789	KR 78A-CL 78 S	4.68834365	-74.08586125
790	CL 40A-KR 90 S	4.6307288	-74.07900435
791	KR 96G-CL 86B	4.71577895	-74.10535175
792	KR 3-CL 48BBISA S	4.619597	-74.128985
793	KR 92-CL 52	4.63985547	-74.06900072
794	DG 64ABIS-AK 17C S	4.61688255	-74.12918895
795	CL 35-KR 92 S	4.6237681	-74.06939915
796	CL 146D-KR 93	4.722595	-74.0295249
797	CL 6A-KR 68	4.64514265	-74.157349
798	KR 1-CL 70A E	4.70935645	-74.13132089
799	DG 92-TR 17	4.67870715	-74.0585773
800	KR 22-CL 127	4.7285731	-74.1021041
801	TR 79-CL 72A S	4.6933028	-74.10168955
802	TR 93DBIS-CL 69 S	4.691108	-74.10723805
803	TR 13M-DG 45C S	4.57084	-74.123919
804	KR 154B-CL 135	4.7405587	-74.13106225
805	KR 81F-CL 51C S	4.620988	-74.174194
806	KR 4-CL 57	4.6420291	-74.0603706
807	CL 56G-KR 88H S	4.68116885	-74.11319065
808	KR 78F-CL 58Q S	4.6044146	-74.1791727
809	AV AVENIDA JORGE ELIECER GAITAN-KR 92	4.683406	-74.12117
810	KR 5-CL 93B ES	4.6803419	-74.0542896
811	KR 36-CL 6D	4.592036	-74.0739749
812	KR 14-CL 118	4.69706865	-74.03913035
813	KR 14K-CL 61B ES	4.65001455	-74.06766385
814	CL 53-KR 8	4.732662	-74.0296019
815	KR 52-CL 143	4.7480361	-74.1066286
816	KR 69F-CL 65	4.714477	-74.1402936
817	CL 82A-KR 84 S	4.7069397	-74.10244455
818	CL 64-KR 32 S	4.65676165	-74.07289305
819	CL 171A-KR 49B	4.753745	-74.0501079
820	CL 152-KR 58B	4.72673115	-74.025196
821	CL 72A-KR 5	4.6898754	-74.0973036
822	KR 5A-CL 31C E	4.5790108	-74.1130772
823	CL 73A-KR 18D S	4.57453546	-74.08726044
824	CL 70-KR 74A	4.6885143	-74.1015158
825	CL 60-KR 23C S	4.5975122	-74.1785185
826	TR 33-CL 68I S	4.6790789	-74.0941293
827	KR 6A-CL 36L ES	4.6257097	-74.07515985
828	KR 95-CL 41 S	4.6000946	-74.2026942
829	CL 28A-KR 24G S	4.625435	-74.0778359
830	TR 34-DG 40	4.615637	-74.1059979
831	KR 6-CL 20A S	4.60688	-74.07184
832	CL 36K-KR 4 SE	4.6246197	-74.06908595
833	KR 30-CL 25 S	4.6339741	-74.0912751
834	KR 24-CL 53D S	4.60968314	-74.0696136
835	AC 56A-KR 36A S	4.6437568	-74.082091
836	KR 66A-CL 53	4.6921451	-74.11296185
837	AV AVENIDA PRIMERA DE MAYO-CL 30C S	4.6052038	-74.1246062
838	CL 5A-KR 27B	4.6035693	-74.0972661
839	AV AVENIDA BOYACA-KR 14ABIS	4.59927728	-74.14460357
840	TR 41-AC 4C	4.639251	-74.061149
841	TR 138-AC 137	4.72187438	-74.04924912
842	KR 67A-CL 10	4.632057	-74.1200719
843	CL 157BIS-KR 90A	4.7564684	-74.0851911
844	AV AVENIDA CIRCUNVALAR-CL 65	4.65030236	-74.04851941
845	CL 64C-KR 17 S	4.71379095	-74.1404541
846	KR 18-CL 81B S	4.5711066	-74.1700938
847	CL 73B-KR 44B S	4.7033709	-74.11208875
848	CL 13-KR 101	4.681065	-74.0382019
849	DG 54A-KR 04 S	4.640554	-74.0609899
850	CL 7-KR 182	4.65123835	-74.1563201
851	KR 72-CL 133	4.733569	-74.0894219
852	KR 102-CL 17A	4.6875407	-74.0501762
853	KR 77GBIS-CL 59 S	4.5806201	-74.18004365
854	CL 122-KR 11C	4.700789	-74.0373933
855	TR 113-CL 64	4.7072252	-74.137796
856	KR 111A-CL 78A	4.716554	-74.120901
857	CL 146B-KR 59	4.7374992	-74.0775189
858	AV AVENIDA BOYACA-AC 168	4.67071308	-74.10758683
859	CL 90A-KR 83A	4.71932555	-74.10292525
860	KR 18-DG 65A S	4.7306213	-74.0267714
861	KR 15A-CL 123	4.7076369	-74.0732347
862	KR 87F-CL 34 S	4.62044625	-74.06502295
863	CL 169A-KR 62	4.751706	-74.0509619
864	AV AVENIDA JORGE GAITAN CORTES-CL 47B S	4.59206685	-74.11597825
865	CL 120-KR 71A	4.7062776	-74.0769287
866	DG 67C-TR 18I	4.5506347	-74.1464697
867	KR 32-CL 50B S	4.54035465	-74.10792655
868	CL 63-KR 77K S	4.599423	-74.1798796
869	CL 55-KR 79D S	4.64549945	-74.08222095
870	KR 89-CL 59D S	4.6286952	-74.1916788
871	KR 96-CL 42G S	4.629581	-74.066653
872	KR 77H-CL 54A	4.64109495	-74.0637099
873	CL 25B-KR 35	4.62982035	-74.08588945
874	KR 6-CL 17A S	4.6136871	-74.1252648
875	DG 31C-KR 4A SE	4.558223	-74.090587
876	CL 28-KR 14F S	4.61618783	-74.07111381
877	AC 22-KR 100	4.68074255	-74.03990199
878	KR 93-CL 54 S	4.63914638	-74.06055856
879	KR 94B-CL 87D	4.719618	-74.1072104
880	CL 132B-KR 151	4.742309	-74.122868
881	KR 42BIS-CL 17D	19.52030405	-96.93465162
882	TR 73CBISA-CL 38BIS S	4.6043122	-74.13694765
883	CL 167-KR 52A	4.74334405	-74.0207501
884	KR 73-CL 11	4.6015538	-74.0802238
885	TR 80G-DG 38 S	4.5667717	-74.1707084
886	DG 38-TR 80G S	4.60934725	-74.1799963
887	CL 70C-KR 14 S	4.656608	-74.0625282
888	AV AVENIDA CARACAS-KR 11 S	4.5594858	-74.1238103
889	AC 161-KR 7F	4.73848765	-74.0333149
890	TR 1-CL 58	4.64506255	-74.06723605
891	AV AVENIDA CIUDAD DE CALI-CL 159	4.70012285	-74.10334265
892	AV AVENIDA CIUDAD DE CALI-CL 6P	4.641461	-74.155087
893	KR 86D-CL 51B S	4.68741141	-74.12606608
894	CL 89-KR 14 SE	4.71391745	-74.0999252
895	KR 3-CL 1A S	4.583235	-74.081317
896	KR 9-CL 87	4.6692664	-74.0480164
897	DG 61C-KR 30	4.6494093	-74.0753309
898	CL 43-KR 19	4.63164777	-74.07185853
899	KR 18-DG 48	4.7319219	-74.0296583
900	DG 48N-KR 0 SE	4.6682496	-74.1115062
901	TR 76-CL 83	4.69890145	-74.1008966
902	TR 73B-AC 60A S	4.5916285	-74.1720198
903	CL 74-KR 55	4.6731632	-74.07796685
904	KR 11A-CL 95A	4.6793357	-74.0466078
905	CL 165-KR 56A	4.74148655	-74.02467055
906	CL 38A-KR 31	4.61216216	-74.14460626
907	CL 55-KR 72D S	4.6420775	-74.06439995
908	CL 138-KR 11A	4.71868395	-74.0373935
909	CL 39-KR 18	4.6274867	-74.0732595
910	KR 116B-CL 79A	4.7254144	-74.1246352
911	DG 43ABIS-KR 7ABIS SE	4.6529541	-74.08356476
912	CL 42-KR 92A S	4.59978285	-74.20132815
913	KR 78C-CL 70BBIS S	4.605992	-74.206721
914	KR 95-CL 128	4.71920176	-74.08857324
915	CL 17B-KR 10A SE	4.63339535	-74.1071507
916	KR 94B-CL 61B S	4.5904986	-74.1732201
917	CL 42F-KR 87 S	4.66909875	-74.0485508
918	CL 48P-TR 5V	4.6342426	-74.0610008
919	CL 58C-KR 87BIS S	4.604363	-74.173718
920	CL 57B-KR 68D S	4.6481775	-74.08278295
921	CL 9A-KR 68F S	4.6166075	-74.1287749
922	CL 33-KR 50 S	4.540856	-74.0982569
923	CL 5A-KR 53D	4.6201575	-74.1110189
924	CL 17-KR 20 S	4.605585	-74.1200739
925	KR 19-CL 64A	4.6988824	-74.1279827
926	AV AVENIDA DEL SUR-AC 66	4.54126622	-74.14933164
927	DG 51B-AK 31 S	4.67904464	-74.05803006
928	CL 71A-KR 70CBIS	4.69021105	-74.1005139
929	CL 31-KR 20	4.580161	-74.1114769
930	KR 20-CL 48	4.63515855	-74.06539155
931	KR 63-CL 24A	4.621093	-74.0794009
932	CL 6-KR 68B	4.58990105	-74.0718791
933	CL 171-KR 55	4.74939743	-74.02613977
934	KR 52-CL 14	4.6044766	-74.07942225
935	CL 182A-KR 15	4.759458	-74.0274329
936	CL 10-KR 40C S	4.6052447	-74.1174516
937	AC 15-KR 86	4.67126	-74.054819
938	KR 72-DG 83A	4.732037	-74.0299329
939	CL 49F-KR 93C S	4.634089	-74.0577129
940	CL 82-KR 15 SE	4.6672859	-74.0555306
941	KR 6-CL 39 ES	4.62680365	-74.0688491
942	TR 53A-CL 1C	4.6035076	-74.1095269
943	CL 63-KR 89B S	4.6843494	-74.0751693
944	KR 72B-CL 69G S	4.6790086	-74.0872427
945	CL 89-KR 95B	4.71391745	-74.0999252
946	CL 51-TR 114 S	4.6263818	-74.1784937
947	KR 1-CL 132 S	4.74387637	-74.11877517
948	AC 72-KR 29B	4.65902537	-74.06150975
949	CL 76-KR 27	4.667589	-74.066059
950	CL 34-KR 25	4.6242897	-74.0774445
951	KR 111A-CL 17B	4.680569	-74.1512679
952	CL 38A-KR 30 S	4.6126034	-74.1446036
953	TR 60-CL 128C	4.7223029	-74.08919835
954	AV AVENIDA CIUDAD DE CALI-CL 49BBIS	4.68949575	-74.1093422
955	KR 72-CL 62G	4.64800726	-74.06123614
956	CL 127D-KR 72	4.71347	-74.078386
957	CL 25-TR 28	4.630727	-74.0886869
958	TR 74DBIS-CL 40I S	4.5662496	-74.1103956
959	KR 13R-CL 59B S	4.5691996	-74.1443582
960	KR 71L-CL 68 S	4.6554	-74.0642482
961	KR 80C-CL 46 S	4.64656025	-74.0867441
962	KR 68-CL 49G	4.6369936	-74.07001925
963	CL 84-KR 4B SE	4.70990435	-74.10308315
964	CL 2ABIS-KR 2	4.58309165	-74.06999315
965	CL 53X-KR 73A	4.6680538	-74.0767311
966	KR 110-CL 85	4.7108106	-74.1031095
967	DG 40A-AK 14	4.6989016	-74.0417314
968	CL 57R-KR 73	4.6442628	-74.0674833
969	CL 153-KR 26	4.7276166	-74.0243902
970	KR 30-CL 67A	4.679847	-74.0964659
971	KR 68CBIS-CL 38 S	4.60388205	-74.1372983
972	CL 44-TR 68GBIS S	4.64298495	-74.0911403
973	KR 97-CL 146A	4.7317654	-74.0561975
974	CL 156B-KR 8A	4.73299025	-74.02571715
975	KR 85-CL 64BBIS	4.7305289	-74.02655075
976	TR 78J-CL 50 S	4.54035465	-74.10792655
977	AV AVENIDA CARACAS-AC 56	4.65056679	-74.06457423
978	CL 64DBIS-KR 85L	4.6529541	-74.08356476
979	CL 49-KR 3A E	4.63410058	-74.05711232
980	KR 3-CL 39 E	4.6277323	-74.0771285
981	KR 18-CL 70M S	4.69706	-74.1136349
982	KR 14-CL 8A	4.59971724	-74.08375932
983	CL 41-KR 74C S	4.6132438	-74.1554328
984	CL 138B-KR 154B	4.7448281	-74.12722185
985	CL 96-KR 8 E	4.68607755	-74.07046245
986	CL 127B-KR 50	4.7109938	-74.0586748
987	CL 51-KR 80 S	4.617119	-74.171894
988	AV AVENIDA SUBA-KR 111A	4.7488389	-74.1004117
989	DG 5BBISA-TR 43B	4.61932865	-74.11113275
990	CL 145A-KR 90A	4.738578	-74.0844259
991	KR 17A-CL 76	4.69502861	-74.09597351
992	CL 62-KR 87G S	4.648938	-74.0639239
993	CL 67-KR 17GBISA S	4.60221465	-74.18763875
994	TR 20D-AC 61 S	4.661151	-74.0622609
